marka,seri,model,yil,yakit tipi,vites tipi,motor hacmi,motor gucu,kilometre,boya-degisen,takasa uygun,kimden,fiyat,url
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,53.000 km,belirtilmemis,takasa uygun degil,galeriden,108.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13507222
nissan,micra,1.2 passion,2008,lpg & benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,131.000 km,belirtilmemis,takasa uygun degil,galeriden,122.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/otomix-2008-nissan-micra-1-2-tam-otomatik-sadece-131000-km-de/18508041
nissan,micra,1.2 tekna,2004,benzin,otomatik,1240 cc,80 hp,142.000 km,belirtilmemis,takasa uygun degil,galeriden,112.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/otomix-2004-nissan-micra-tam-otomatik-cok-temiz-142000-km/18508040
nissan,maxima,2.0 qx,1997,lpg & benzin,otomatik,1801 - 2000 cm3,176 - 200 hp,477.000 km,10 boyali,takasa uygun,galeriden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/1997-nissan-maxima-otomatik-vites-2-0-motor-v6-degisensiz/18507572
nissan,primera,1.6 tekna,2006,lpg & benzin,duz,1596 cc,109 hp,159.000 km,5 boyali,takasa uygun degil,sahibinden,105.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2006-model/16526489
nissan,note,1.2 tekna,2013,lpg & benzin,duz,1198 cc,80 hp,130.000 km,belirtilmemis,takasa uygun degil,sahibinden,100.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-2-tekna/sahibinden-nissan-note-1-2-tekna-2013-model/18505832
nissan,maxima,2.0 qx,1996,lpg & benzin,duz,1995 cc,140 hp,335.000 km,belirtilmemis,takasa uygun,galeriden,82.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/bakimli-makam-araci/18505709
nissan,micra,1.2 match,2014,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,78.000 km,belirtilmemis,takasa uygun degil,galeriden,160.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/2014-nissan-micra-1-2-match-78-000-km-otomatik/18273538
nissan,sunny,1.6 slx,1991,lpg & benzin,duz,1597 cc,90 hp,312.000 km,belirtilmemis,takasa uygun degil,galeriden,43.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-sunny-1-6-slx/galeriden-nissan-sunny-1-6-slx-1991-model-aydin/18503671
nissan,micra,1.2 street,2015,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,34.221 km,belirtilmemis,takasa uygun,galeriden,158.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-street/2015-micra-1-2-street-cvt-80-hp-tramersiz-dusuk-km-li/18502405
nissan,primera,1.6 gx,1998,lpg & benzin,duz,1401 - 1600 cm3,76 - 100 hp,302.000 km,belirtilmemis,takasa uygun,galeriden,53.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-gx/guvenoglu-otomotivden-1998-model-temiz-primera-gx/18499904
nissan,sunny,1.6 ex,1995,lpg & benzin,duz,1597 cc,102 hp,400.000 km,belirtilmemis,takasa uygun degil,sahibinden,49.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-sunny-1-6-ex/sahibinden-nissan-sunny-1-6-ex-1995-model/18498740
nissan,primera,1.6 gx,1997,lpg & benzin,duz,1597 cc,100 hp,238.000 km,5 boyali,takasa uygun degil,sahibinden,57.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-gx/sahibinden-nissan-primera-1-6-gx-1997-model/18498695
nissan,primera,1.6 tekna,2004,lpg & benzin,duz,1596 cc,109 hp,208.000 km,belirtilmemis,takasa uygun degil,sahibinden,82.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2004-model/18067269
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,58.000 km,belirtilmemis,takasa uygun degil,galeriden,118.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-micralar-mevcuttur/14809211
nissan,micra,1.2 passion,2009,benzin,otomatik,1240 cc,80 hp,89.000 km,belirtilmemis,takasa uygun degil,galeriden,120.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-micralar-mevcuttur/13969888
nissan,micra,1.2 tekna,2005,benzin,otomatik,1240 cc,80 hp,580.003 km,belirtilmemis,takasa uygun degil,galeriden,119.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micralar-mevcuttur/13903014
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,65.000 km,belirtilmemis,takasa uygun,galeriden,121.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-nissan-micralar-mevcuttur/13796280
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,99.000 km,belirtilmemis,takasa uygun degil,galeriden,118.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13640483
nissan,micra,1.2 tekna,2007,benzin,otomatik,1240 cc,80 hp,65.000 km,belirtilmemis,takasa uygun degil,galeriden,119.999 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13580802
nissan,micra,1.2 passion,2007,benzin,otomatik,1240 cc,80 hp,96.000 km,belirtilmemis,takasa uygun degil,galeriden,107.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13558555
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,25.000 km,belirtilmemis,takasa uygun degil,galeriden,115.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13558432
nissan,micra,1.2 passion,2008,lpg & benzin,otomatik,1240 cc,80 hp,58.000 km,belirtilmemis,takasa uygun degil,galeriden,116.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimizda-98-adet-otomatik-micralar-mevcuttur/13552461
nissan,micra,1.2 passion,2007,benzin,otomatik,1240 cc,80 hp,102.000 km,belirtilmemis,takasa uygun,galeriden,117.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimizda-98-adet-otomatik-nissan-micra-mevcuttur/13531696
nissan,maxima,2.0 qx,1995,lpg & benzin,otomatik,,,249.000 km,belirtilmemis,takasa uygun degil,sahibinden,58.400 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-maxima-2-0-qx/sahibinden-nissan-maxima-2-0-qx-1995-model/18063052
nissan,micra,1.2 tekna,2005,benzin,otomatik,1240 cc,80 hp,100.000 km,belirtilmemis,takasa uygun degil,galeriden,101.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-nissan-micra-mevcuttur/13522601
nissan,primera,2.0 se,1997,lpg & benzin,duz,,,370.000 km,belirtilmemis,takasa uygun,sahibinden,48.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/acil-fiyat-dustu/18067809
nissan,primera,1.6 visia,2003,lpg & benzin,duz,1596 cc,109 hp,330.000 km,belirtilmemis,takasa uygun,sahibinden,67.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2003-model/17942441
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,100 hp,178.000 km,1 boyali,takasa uygun degil,sahibinden,94.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/degisen-boya-yok-mua-eylul2022-0-masraf-sifir-lastik/14195792
nissan,100 nx,nx,1992,lpg & benzin,duz,1597 cc,90 hp,325.000 km,belirtilmemis,takasa uygun degil,galeriden,50.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-100-nx/galeriden-nissan-100-nx-1992-model-kirikkale/16051255
nissan,micra,1.2 tekna,2011,benzin,duz,1198 cc,80 hp,79.000 km,belirtilmemis,takasa uygun,galeriden,119.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/sadece-79-000-km-nissan-micra-tekna/18465755
nissan,pulsar,1.2 visia,2016,benzin,duz,1197 cc,115 hp,36.000 km,belirtilmemis,takasa uygun,sahibinden,145.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-pulsar-1-2-visia/sahibinden-nissan-pulsar-1-2-visia-2016-model-kazasiz-temiz/18488075
nissan,micra,1.2 match,2017,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,53.748 km,belirtilmemis,takasa uygun,galeriden,165.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/2017-model-nissan-micra-1-2-cvt-match-53-748-km/18052324
nissan,primera,1.6 slx,1999,lpg & benzin,duz,1597 cc,100 hp,367.000 km,belirtilmemis,takasa uygun,sahibinden,58.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1999-model/18484985
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,216.000 km,belirtilmemis,takasa uygun,sahibinden,73.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18485310
nissan,micra,1.2 tekna,2004,lpg & benzin,duz,1240 cc,80 hp,190.000 km,3 boyali,takasa uygun degil,sahibinden,81.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/18484555
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,322.000 km,belirtilmemis,takasa uygun,sahibinden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18479972
nissan,micra,1.3 gx,1996,lpg & benzin,duz,1201 - 1400 cm3,76 - 100 hp,300.000 km,belirtilmemis,takasa uygun,sahibinden,42.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-3-gx/sahibinden-nissan-micra-1-3-gx-1996-model/18481628
nissan,micra,1.2 match,2016,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,82.000 km,belirtilmemis,takasa uygun,galeriden,181.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/yuceler-otodan-2016-model-micra-match-orjinalllll/18483829
nissan,micra,1.2 passion,2007,benzin,otomatik,1240 cc,80 hp,65.000 km,belirtilmemis,takasa uygun degil,galeriden,125.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/gold-auto-a-s-stoklarimiz-da-98-adet-otomatik-micra-mevcuttur/13969811
nissan,sunny,1.6 ex,1993,lpg & benzin,duz,1597 cc,90 hp,330.000 km,belirtilmemis,takasa uygun,galeriden,40.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-sunny-1-6-ex/galeriden-nissan-sunny-1-6-ex-1993-model-konya/18382759
nissan,micra,1.2 tekna,2004,benzin,otomatik,1240 cc,80 hp,137.000 km,belirtilmemis,takasa uygun degil,galeriden,115.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/otomix-2004-nissan-micra-1-2-tekna-tam-otomatik-full-full/18049182
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,350.000 km,10 boyali,takasa uygun degil,galeriden,63.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-slx/degisensiz-nissan-primera-1-6-slx-1997-model-denizli/18466318
nissan,primera,1.6 gx,1997,lpg & benzin,duz,1597 cc,100 hp,247.000 km,"1 degisen, 11 boyali",takasa uygun,sahibinden,55.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-gx/masrafsiz-sorunsuz-ekonomik-aile-araci-lpg-li-nissan-primera-1-6-gx-1997-model/18048877
nissan,micra,1.2 street,2015,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,59.800 km,belirtilmemis,takasa uygun,galeriden,159.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-street/viranlar-otomotiv-guvencesiyle-2015-nissan-micra-59-800km-cvt/18476757
nissan,note,1.5 dci tekna,2008,dizel,duz,1461 cc,86 hp,305.000 km,belirtilmemis,takasa uygun degil,sahibinden,66.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2008-model/18474337
nissan,primera,1.6 visia,2003,lpg & benzin,duz,1401 - 1600 cm3,101 - 125 hp,280.000 km,belirtilmemis,takasa uygun,galeriden,87.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-visia/2003-sonruff-lu-cok-temiz-1-6-lpg-li-primiera/18476618
nissan,micra,1.2 tekna,2012,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,130.000 km,belirtilmemis,takasa uygun,galeriden,117.950 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/rs-motors-kazandiriyor-2012-otomatik-130-binde-bakimli-yeni-muay/18451646
nissan,micra,1.2 tekna pack,2011,benzin,duz,1198 cc,80 hp,80.000 km,tamami orjinal,takasa uygun degil,sahibinden,123.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna-pack/sahibinden-nissan-micra-1-2-tekna-pack-2011-model-gaziantep/18472092
nissan,micra,1.2 tekna,2005,benzin,otomatik,1240 cc,80 hp,110.000 km,belirtilmemis,takasa uygun,galeriden,31.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/yalnizca-kibrista-satiliktir-2005-nissan-march-1-2-benzin-sagdan-direksiyonlu-kibris/15434077
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,324.000 km,belirtilmemis,takasa uygun degil,sahibinden,68.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18470075
nissan,micra,1.2 street,2014,benzin,otomatik,1198 cc,80 hp,89.000 km,belirtilmemis,takasa uygun,galeriden,147.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-street/hk-car-dan-2014-nissan-micra-89-000-km-de-tam-otomatik/18469820
nissan,micra,1.2 tekna,2005,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,138.000 km,belirtilmemis,takasa uygun degil,galeriden,114.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/otomix-2005-nissan-micra-tekna-tam-otomatik-sadece-138000-km/15339138
nissan,micra,1.5 dci passion,2007,dizel,duz,1461 cc,82 hp,205.000 km,belirtilmemis,takasa uygun,sahibinden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-5-dci-passion/sahibinden-nissan-micra-1-5-dci-passion-2007-model/17421519
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,1498 cc,98 hp,236.000 km,belirtilmemis,takasa uygun,sahibinden,74.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2004-model-usak/18037033
nissan,micra,1.2 tekna,2011,benzin,otomatik,1198 cc,80 hp,90.750 km,tamami orjinal,takasa uygun degil,sahibinden,158.850 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2011-model/17643882
nissan,micra,1.2 tekna,2006,benzin,otomatik,1240 cc,80 hp,68.000 km,belirtilmemis,takasa uygun,galeriden,105.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-nissan-micra-otomatik-mevcuttur/13529136
nissan,micra,1.2 platinum,2012,benzin,otomatik,1198 cc,80 hp,87.400 km,"1 degisen, 4 boyali",takasa uygun degil,sahibinden,129.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-platinum/sahibinden-nissan-micra-1-2-platinum-2012-model/18464037
nissan,almera,1.8 luxury,2001,lpg & benzin,otomatik,1769 cc,114 hp,271.000 km,7 boyali,takasa uygun degil,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-8-luxury/sahibinden-nissan-almera-1-8-luxury-2001-model/17985079
nissan,micra,1.3 gx,1997,lpg & benzin,duz,1275 cc,75 hp,170.000 km,tamami boyali,takasa uygun degil,sahibinden,45.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-3-gx/sahibinden-nissan-micra-1-3-gx-1997-model/18462489
nissan,micra,1.2 passion,2011,benzin,duz,1240 cc,80 hp,112.000 km,belirtilmemis,takasa uygun,sahibinden,96.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2011-model-izmir/18461676
nissan,micra,1.2 mood,2006,lpg & benzin,duz,1240 cc,80 hp,152.000 km,5 boyali,takasa uygun,sahibinden,81.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/sahibinden-nissan-micra-1-2-mood-2006-model-mersin/18457301
nissan,micra,1.4 tekna,2004,lpg & benzin,otomatik,1386 cc,88 hp,99.000 km,belirtilmemis,takasa uygun degil,galeriden,112.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-4-tekna/otomix-2004-nissan-micra-nadir-1-4-tekna-otomatik-99000-km/15224529
nissan,micra,1.3 gx,1997,benzin,yari otomatik,1201 - 1400 cm3,51 - 75 hp,230.000 km,belirtilmemis,takasa uygun,galeriden,66.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-3-gx/nissan-micra-1-3gx-16-valf-otomatik-vites-klimali-ozel-plaka/18286955
nissan,micra,1.2 tekna,2008,benzin,otomatik,1240 cc,80 hp,100.000 km,belirtilmemis,takasa uygun degil,galeriden,95.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/gold-auto-a-s-stoklarimizda-98-adet-otomatik-micra-mevcuttur/13531655
nissan,almera,1.5 visia,2006,benzin,duz,1498 cc,98 hp,157.000 km,1 degisen,takasa uygun degil,sahibinden,79.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-visia/sahibinden-nissan-almera-1-5-visia-2006-model/18455462
nissan,primera,1.6 tekna,2006,lpg & benzin,duz,1596 cc,109 hp,200.000 km,tamami orjinal,takasa uygun,sahibinden,92.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2006-model/18015690
nissan,maxima,2.0 qx,1998,lpg & benzin,otomatik,2001 - 2500 cm3,151 - 175 hp,290.000 km,belirtilmemis,takasa uygun,galeriden,72.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/otomatik-full-full/18019418
nissan,almera,1.5 luxury,2001,lpg & benzin,duz,1497 cc,90 hp,208.000 km,belirtilmemis,takasa uygun degil,sahibinden,73.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2001-model/18453795
nissan,primera,1.6 special edition,1999,lpg & benzin,duz,1597 cc,100 hp,209.555 km,2 boyali,takasa uygun degil,sahibinden,72.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-special-edition/sahibinden-nissan-primera-1-6-special-edition-1999-model/18455908
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,360.000 km,1 degisen,takasa uygun,galeriden,50.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-se/1997-nissan-primera/18456706
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,338.000 km,belirtilmemis,takasa uygun,sahibinden,45.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18454116
nissan,primera,1.6 special edition,1999,lpg & benzin,duz,1597 cc,100 hp,218.000 km,"1 degisen, 2 boyali",takasa uygun,sahibinden,66.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-special-edition/sahibinden-nissan-primera-1-6-special-edition-1999-model/18452677
nissan,micra,1.5 dci mood,2006,dizel,duz,1461 cc,82 hp,250.000 km,belirtilmemis,takasa uygun,galeriden,64.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-5-dci-mood/avci-galeriden-2006-model-micra/18452052
nissan,micra,1.2 tekna,2004,benzin,duz,1240 cc,80 hp,173.000 km,2 boyali,takasa uygun degil,sahibinden,82.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/18449041
nissan,almera,1.5 tekna,2005,lpg & benzin,duz,1498 cc,98 hp,214.000 km,3 boyali,takasa uygun degil,sahibinden,72.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2005-model/18450297
nissan,micra,1.2 mood,2006,lpg & benzin,duz,1240 cc,65 hp,297.000 km,"1 degisen, 11 boyali",takasa uygun degil,sahibinden,78.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-mood/sahibinden-nissan-micra-1-2-mood-80-hp-2006-model/18446620
nissan,note,1.5 dci tekna,2012,dizel,duz,1461 cc,103 hp,180.000 km,1 boyali,takasa uygun degil,sahibinden,165.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2012-model/18448532
nissan,micra,1.2 tekna,2011,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,98.000 km,belirtilmemis,takasa uygun,galeriden,150.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/tr-motors-dan-hatasiz-tam-otomatik-micra/18449597
nissan,micra,1.2 tekna,2006,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,115.000 km,"3 degisen, 6 boyali",takasa uygun,galeriden,94.950 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/ankara-2-el-den-nissan-micra-1-2-tam-otomatik-vites/18449545
nissan,sunny,1.6 ex,1991,lpg & benzin,duz,1597 cc,90 hp,387.000 km,belirtilmemis,takasa uygun degil,galeriden,38.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-sunny-1-6-ex/1991-model-nissan-sunnuy-1-6-lpg-li/18449234
nissan,primera,2.0 se,1998,lpg & benzin,duz,1998 cc,130 hp,285.000 km,"2 degisen, 10 boyali",takasa uygun degil,sahibinden,52.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1998-model/18003778
nissan,almera,1.5 tekna,2005,lpg & benzin,duz,1201 - 1400 cm3,76 - 100 hp,171.000 km,1 boyali,takasa uygun degil,sahibinden,79.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-comfort-2005-model/15473234
nissan,almera,1.5 tekna,2008,lpg & benzin,duz,1498 cc,98 hp,202.000 km,belirtilmemis,takasa uygun,galeriden,72.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-5-tekna/emir-motors-tan-nissan-almera-1-5-tekna-2008-model-istanbul-ekstrali-ful-son-fiyat-vade-olu/18335929
nissan,primera,1.6 tekna,2004,lpg & benzin,duz,1596 cc,109 hp,182.000 km,"1 degisen, 7 boyali",takasa uygun degil,sahibinden,83.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2004-model/18443898
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1597 cc,100 hp,330.000 km,2 degisen,takasa uygun degil,sahibinden,57.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1998-model/18437946
nissan,primera,2.0 se,1998,lpg & benzin,otomatik,1801 - 2000 cm3,101 - 125 hp,358.000 km,"2 degisen, 11 boyali",takasa uygun degil,sahibinden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1998-model/18443228
